Days,A,B,C,D,E,F,G,H
565,126.1135664,129.6078197,51.6796739,78.17409352,100.468732,115.3671576,115.6748049,155.4388783
566,129.0031103,129.8046887,48.08279744,77.83595805,95.53771697,114.8834487,115.5424059,156.7548627
567,129.4528214,127.9088019,51.61180995,77.36257007,92.91815551,114.5248111,116.5885983,157.7276174
568,129.3860082,126.7605884,47.87919914,76.85540861,102.3691723,114.6214216,116.2972231,157.3041554
569,127.8773223,129.0243118,46.08076091,77.97121057,102.266451,114.1865987,117.6479956,157.0480136
570,128.0469708,126.9507179,43.90905966,76.41584419,112.436637,113.8054107,116.5090645,157.6084973
571,129.6375202,127.2207144,44.55378494,77.19353573,109.4060942,114.6557509,117.0652757,158.1101588
572,129.7293381,128.8525822,44.07872438,76.14535585,100.1091594,114.7610478,117.4228351,159.4553019
573,130.529138,129.5109494,46.62368541,78.7150869,97.54094258,114.9926226,117.7804174,159.4167684
574,130.6679115,128.8443011,48.15066139,80.30427684,93.12356609,116.0298952,118.6278971,159.1567017
575,133.3133107,128.4880244,53.91924233,81.04812813,88.80895094,116.2648207,118.2306088,161.3128709
576,132.3247455,125.6305124,55.4462183,81.75818923,82.18296228,115.8635955,117.4095693,161.9132824
577,131.680921,125.0013197,54.53003077,81.72437402,87.42211722,115.4622725,116.2045225,161.8215512
578,131.9897403,123.1173582,57.00712463,83.41496788,77.35472458,114.3943464,115.6880707,161.7433769
579,132.0251161,122.6233541,57.61791631,84.22649133,75.55698162,114.2460149,115.3967488,163.1845032
580,132.8263754,120.5744445,58.29657518,85.51137772,77.66291252,114.1957168,115.303972,163.2131846
581,135.0075725,122.741134,60.19681094,84.90272887,83.31301675,114.4309167,115.0789029,163.1412408
582,133.0746572,122.9068401,55.61587978,85.13941034,56.86035468,113.7243433,113.9400099,162.0496083
583,136.7507573,124.0885991,53.51204895,84.63225723,51.41576112,113.1988196,113.8870534,161.1281113
584,139.0598053,127.1462574,52.25653199,85.03798139,48.02570579,114.4453399,113.9929741,162.8135442
585,137.5005655,126.4417878,52.49406389,85.46223673,44.17336054,113.265138,113.2249063,161.2729859
586,138.5261105,123.3419369,53.07092198,85.80164099,46.48476609,113.6551507,114.3108199,159.6344602
587,137.66124,122.452628,53.51204895,87.7701774,45.40611631,113.4653517,113.7546011,159.8974714
588,135.9154391,120.6368365,51.8832722,91.23211763,48.38523436,113.4731965,113.2381264,159.1121986
589,138.0105181,123.9948367,50.96708791,89.97637192,47.25524795,113.4086261,112.7746844,158.5595791
590,134.4962651,124.662674,50.28842905,90.62121499,47.25524795,113.6574087,113.9400099,156.2781166
591,133.8688158,126.0443327,49.23651363,91.02850011,46.27926742,112.7600476,115.14511,156.9370923
592,134.9828502,126.1849994,48.557858,90.85878963,49.41253951,114.1154427,116.0058251,158.2225759
593,132.5073707,124.7422874,49.1007825,90.79089208,52.85394348,115.1440082,114.9332077,160.3726512
594,132.8076546,124.4744523,47.16660992,89.77269597,54.90848971,114.6594924,115.6218407,160.5334411
595,131.7738495,122.5511148,44.04479079,91.53759816,64.97592239,115.2021295,115.8469783,159.867163
596,130.5892556,120.3800638,41.05870602,89.87451725,62.09950562,114.395877,115.9396789,162.3804616
597,131.8004027,122.4806862,41.4319658,91.33396395,65.38681162,115.4400939,115.5159048,160.8624726
598,132.2056242,118.9301607,42.28028615,90.07816816,63.17815941,115.8782405,116.5090645,160.0524057
599,131.1093774,120.2394626,44.92704472,87.46474695,59.01765424,115.0866522,116.0190985,157.7936975
